OrphaNumber,Disorder_Name,External_Source,External_ID,External_Mapping_Rel,External_Mapping_Status,Disorder_Synonyms
739,Prader-Willi syndrome,OMIM,176270,E (Exact mapping: the two concepts are equivalent),Validated,Prader-Labhart-Willi syndrome
739,Prader-Willi syndrome,OMIM,615547,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Prader-Labhart-Willi syndrome
47,X-linked agammaglobulinemia,OMIM,300310,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,BTK-deficiency|Bruton type agammaglobulinemia
47,X-linked agammaglobulinemia,OMIM,300755,E (Exact mapping: the two concepts are equivalent),Validated,BTK-deficiency|Bruton type agammaglobulinemia
580,Mucopolysaccharidosis type 2,OMIM,309900,E (Exact mapping: the two concepts are equivalent),Validated,Hunter syndrome|Iduronate 2-sulfatase deficiency|MPS2|MPSII|Mucopolysaccharidosis type II
579,Mucopolysaccharidosis type 1,OMIM,607014,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Alpha-L-iduronidase deficiency|MPS1|MPSI|Mucopolysaccharidosis type I
579,Mucopolysaccharidosis type 1,OMIM,607015,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Alpha-L-iduronidase deficiency|MPS1|MPSI|Mucopolysaccharidosis type I
579,Mucopolysaccharidosis type 1,OMIM,607016,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Alpha-L-iduronidase deficiency|MPS1|MPSI|Mucopolysaccharidosis type I
905,Wilson disease,OMIM,277900,E (Exact mapping: the two concepts are equivalent),Validated,Hepatolenticular degeneration
792,X-linked retinoschisis,OMIM,312700,E (Exact mapping: the two concepts are equivalent),Validated,X-linked juvenile retinoschisis|XLRS
383,X-linked mixed deafness with perilymphatic gusher,OMIM,304400,E (Exact mapping: the two concepts are equivalent),Validated,Conductive deafness with stapes fixation|DFNX2|Nance deafness|X-linked deafness type 2|X-linked mixed conductive and neurosensory deafness|X-linked mixed conductive and neurosensory hearing loss|X-linked mixed conductive and sensorineural deafness|X-linked mixed conductive and sensorineural hearing loss|X-linked stapes gusher syndrome
827,Stargardt disease,OMIM,248200,E (Exact mapping: the two concepts are equivalent),Validated,Fundus flavimaculatus|Stargardt 1
827,Stargardt disease,OMIM,600110,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Fundus flavimaculatus|Stargardt 1
827,Stargardt disease,OMIM,603786,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Fundus flavimaculatus|Stargardt 1
906,Wiskott-Aldrich syndrome,OMIM,301000,E (Exact mapping: the two concepts are equivalent),Validated,Eczema-thrombocytopenia-immunodeficiency syndrome|WAS
906,Wiskott-Aldrich syndrome,OMIM,600903,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Eczema-thrombocytopenia-immunodeficiency syndrome|WAS
906,Wiskott-Aldrich syndrome,OMIM,614493,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Eczema-thrombocytopenia-immunodeficiency syndrome|WAS
904,Williams syndrome,OMIM,194050,E (Exact mapping: the two concepts are equivalent),Validated,Deletion 7q11.23|Monosomy 7q11.23|Williams-Beuren syndrome
280,Wolf-Hirschhorn syndrome,OMIM,194190,E (Exact mapping: the two concepts are equivalent),Validated,4p- syndrome|Distal deletion 4p|Distal monosomy 4p|Telomeric deletion 4p
15,Achondroplasia,OMIM,100800,E (Exact mapping: the two concepts are equivalent),Validated,
96,Ataxia with vitamin E deficiency,OMIM,277460,E (Exact mapping: the two concepts are equivalent),Validated,AVED|Ataxia with isolated vitamin E deficiency|Familial isolated vitamin E deficiency|Friedreich-like ataxia|Isolated vitamin E deficiency
101,Dentatorubral pallidoluysian atrophy,OMIM,125370,E (Exact mapping: the two concepts are equivalent),Validated,DRPLA|Dentatorubropallidoluysian atrophy|Naito-Oyanagi disease
783,Rubinstein-Taybi syndrome,OMIM,180849,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Broad thumb-hallux syndrome|Broad thumbs-halluces syndrome
783,Rubinstein-Taybi syndrome,OMIM,610543,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Broad thumb-hallux syndrome|Broad thumbs-halluces syndrome
783,Rubinstein-Taybi syndrome,OMIM,613684,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Broad thumb-hallux syndrome|Broad thumbs-halluces syndrome
163649,"Spondyloepiphyseal dysplasia, Nishimura type",OMIM,618618,E (Exact mapping: the two concepts are equivalent),Validated,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataract-intellectual disability syndrome
163649,"Spondyloepiphyseal dysplasia, Nishimura type",OMIM,602611,E (Exact mapping: the two concepts are equivalent),Validated,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataract-intellectual disability syndrome
631,Non-acquired isolated growth hormone deficiency,OMIM,173100,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Congenital IGHD|Congenital isolated GH deficiency|Congenital isolated growth hormone deficiency
631,Non-acquired isolated growth hormone deficiency,OMIM,262400,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Congenital IGHD|Congenital isolated GH deficiency|Congenital isolated growth hormone deficiency
631,Non-acquired isolated growth hormone deficiency,OMIM,262650,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Congenital IGHD|Congenital isolated GH deficiency|Congenital isolated growth hormone deficiency
631,Non-acquired isolated growth hormone deficiency,OMIM,300123,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Congenital IGHD|Congenital isolated GH deficiency|Congenital isolated growth hormone deficiency
631,Non-acquired isolated growth hormone deficiency,OMIM,307200,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Congenital IGHD|Congenital isolated GH deficiency|Congenital isolated growth hormone deficiency
631,Non-acquired isolated growth hormone deficiency,OMIM,612781,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Congenital IGHD|Congenital isolated GH deficiency|Congenital isolated growth hormone deficiency
276,T-B+ severe combined immunodeficiency due to gamma chain deficiency,OMIM,300400,E (Exact mapping: the two concepts are equivalent),Validated,"SCIDX1|T-B+ SCID due to gamma chain deficiency|T-B+ severe combined immunodeficiency, X-linked"
163654,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,OMIM,611717,E (Exact mapping: the two concepts are equivalent),Validated,SED-BDS|Tattoo dysplasia
481,Kennedy disease,OMIM,313200,E (Exact mapping: the two concepts are equivalent),Validated,SBMA|SMAX1|X-linked BSMA|X-linked bulbospinal amyotrophy|X-linked bulbospinal muscular atrophy|X-linked spinal and bulbar muscular atrophy
664,Ornithine transcarbamylase deficiency,OMIM,311250,E (Exact mapping: the two concepts are equivalent),Validated,OCT deficiency|OTC deficiency|Ornithine carbamoyltransferase deficiency
163668,"Spondyloepiphyseal dysplasia, MacDermot type",OMIM,184000,E (Exact mapping: the two concepts are equivalent),Validated,Spondyloepiphyseal dysplasia-myopia-sensorineural deafness syndrome|Spondyloepiphyseal dysplasia-myopia-sensorineural hearing loss syndrome
163673,"Spondyloepiphyseal dysplasia, Byers type",OMIM,183850,E (Exact mapping: the two concepts are equivalent),Validated,Spondyloepiphyseal dysplasia-punctate corneal dystrophy syndrome
163662,"Spondyloepiphyseal dysplasia, Reardon type",OMIM,600561,E (Exact mapping: the two concepts are equivalent),Validated,
394,Classic homocystinuria,OMIM,236200,E (Exact mapping: the two concepts are equivalent),Validated,Cystathionine beta-synthase deficiency|Homocystinuria due to cystathionine beta-synthase deficiency
163665,"Spondyloepiphyseal dysplasia tarda, Kohn type",OMIM,271620,E (Exact mapping: the two concepts are equivalent),Validated,
508,Leprechaunism,OMIM,246200,E (Exact mapping: the two concepts are equivalent),Validated,Donohue syndrome
436,Hypophosphatasia,OMIM,146300,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HPP|Phosphoethanolaminuria|Rathbun disease
436,Hypophosphatasia,OMIM,241500,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HPP|Phosphoethanolaminuria|Rathbun disease
436,Hypophosphatasia,OMIM,241510,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HPP|Phosphoethanolaminuria|Rathbun disease
163596,Hb Bart's hydrops fetalis,OMIM,236750,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Alpha-thalassemia hydrops fetalis|Alpha-thalassemia major|Hemoglobin Bart's hydrops fetalis|Homozygous alpha0-thalassemia
429,Hypochondroplasia,OMIM,146000,E (Exact mapping: the two concepts are equivalent),Validated,
104,Leber hereditary optic neuropathy,OMIM,308905,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,LHON|Leber optic atrophy
104,Leber hereditary optic neuropathy,OMIM,535000,E (Exact mapping: the two concepts are equivalent),Validated,LHON|Leber optic atrophy
2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,OMIM,307000,E (Exact mapping: the two concepts are equivalent),Validated,Bickers-Adams syndrome|HSAS|X-linked HSAS|X-linked acqueductal stenosis|X-linked hydrocephalus|X-linked hydrocephalus with stenosis of aqueduct of Sylvius
163634,Maffucci syndrome,OMIM,614569,E (Exact mapping: the two concepts are equivalent),Validated,
163717,Benign familial mesial temporal lobe epilepsy,OMIM,611630,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Benign FMTLE
163717,Benign familial mesial temporal lobe epilepsy,OMIM,614417,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Benign FMTLE
163717,Benign familial mesial temporal lobe epilepsy,OMIM,615697,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Benign FMTLE
636,Neurofibromatosis type 1,OMIM,162200,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,NF1|Von Recklinghausen disease
636,Neurofibromatosis type 1,OMIM,162210,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,NF1|Von Recklinghausen disease
636,Neurofibromatosis type 1,OMIM,613675,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,NF1|Von Recklinghausen disease
649,Norrie disease,OMIM,310600,E (Exact mapping: the two concepts are equivalent),Validated,Atrophia bulborum hereditaria|Episkopi blindness|Norrie-Warburg disease
163727,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,OMIM,608105,E (Exact mapping: the two concepts are equivalent),Validated,Rolandic epilepsy exercise-induced dystonia
163721,Rolandic epilepsy-speech dyspraxia syndrome,OMIM,245570,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
163721,Rolandic epilepsy-speech dyspraxia syndrome,OMIM,300643,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
163684,Leukoencephalopathy-dystonia-motor neuropathy syndrome,OMIM,613724,E (Exact mapping: the two concepts are equivalent),Validated,
163681,CNTNAP2-related developmental and epileptic encephalopathy,OMIM,610042,E (Exact mapping: the two concepts are equivalent),Validated,CDFE syndrome|CDFES|CNTNAP2-related DEE|Cortical dysplasia-focal epilepsy syndrome
379,Chronic granulomatous disease,OMIM,233690,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CGD|Chronic septic granulomatosis
379,Chronic granulomatous disease,OMIM,233700,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CGD|Chronic septic granulomatosis
379,Chronic granulomatous disease,OMIM,233710,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CGD|Chronic septic granulomatosis
379,Chronic granulomatous disease,OMIM,306400,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CGD|Chronic septic granulomatosis
379,Chronic granulomatous disease,OMIM,613960,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CGD|Chronic septic granulomatosis
379,Chronic granulomatous disease,OMIM,618935,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CGD|Chronic septic granulomatosis
16,Blue cone monochromatism,OMIM,303700,E (Exact mapping: the two concepts are equivalent),Validated,"Atypical X-linked achromatopsia|Blue cone monochromacy|Color blindness, blue monocone monochromatic type|S cone monochromacy|S cone monochromatism|X-linked incomplete achromatopsia"
163699,Alveolar soft tissue sarcoma,OMIM,606243,E (Exact mapping: the two concepts are equivalent),Validated,ASPS|Alveolar soft part sarcoma
644,NARP syndrome,OMIM,551500,E (Exact mapping: the two concepts are equivalent),Validated,Neurogenic muscle weakness-ataxia-retinitis pigmentosa syndrome|Neuropathy-ataxia-retinitis pigmentosa syndrome
637,Neurofibromatosis type 2,OMIM,101000,E (Exact mapping: the two concepts are equivalent),Validated,NF2
163696,Action myoclonus-renal failure syndrome,OMIM,254900,E (Exact mapping: the two concepts are equivalent),Validated,AMRF|EPM4|Myoclonus-nephropathy syndrome|Progressive myoclonic epilepsy type 4|Progressive myoclonus epilepsy type 4
181,X-linked hypohidrotic ectodermal dysplasia,OMIM,305100,E (Exact mapping: the two concepts are equivalent),Validated,Christ-Siemens-Touraine syndrome|X-linked anhidrotic ectodermal dysplasia|XHED
163693,2p21 microdeletion syndrome,OMIM,606407,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,2p21 deletion syndrome|Del(2)(p21)|Monosomy 2p21
163690,Hypotonia-cystinuria syndrome,OMIM,606407,E (Exact mapping: the two concepts are equivalent),Validated,HCS
337,Fibrodysplasia ossificans progressiva,OMIM,135100,E (Exact mapping: the two concepts are equivalent),Validated,FOP|Myositis ossificans progressiva|Stone man syndrome
3444,Watson syndrome,OMIM,193520,E (Exact mapping: the two concepts are equivalent),Validated,Pulmonic stenosis with 'café-au-lait' spots
377,Gorlin syndrome,OMIM,109400,E (Exact mapping: the two concepts are equivalent),Validated,Basal cell nevus syndrome|Gorlin-Goltz syndrome|NBCCS|Nevoid basal cell carcinoma syndrome
648,Noonan syndrome,OMIM,618624,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,618499,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,619087,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,163950,E (Exact mapping: the two concepts are equivalent),Validated,
648,Noonan syndrome,OMIM,605275,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,609942,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,610733,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,611553,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,613224,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,613706,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,615355,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,616559,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
648,Noonan syndrome,OMIM,616564,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
281,Monosomy 5p,OMIM,123450,E (Exact mapping: the two concepts are equivalent),Validated,Cri du chat syndrome|Deletion 5p
752,"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency",OMIM,264300,E (Exact mapping: the two concepts are equivalent),Validated,17-beta-hydroxysteroid dehydrogenase 3 deficiency|17-ketoreductase deficiency|17-ketosteroidreductase deficiency
214,Cystinuria,OMIM,220100,E (Exact mapping: the two concepts are equivalent),Validated,Cystinuria-lysinuria syndrome
510,Lesch-Nyhan syndrome,OMIM,300322,E (Exact mapping: the two concepts are equivalent),Validated,"HPRT complete deficiency|HPRT deficiency grade IV|Hypoxanthine guanine phosphoribosyltransferase complete deficiency|Hypoxanthine guanine phosphoribosyltransferase deficiency, grade IV"
510,Lesch-Nyhan syndrome,OMIM,308950,ND (not yet decided/unable to decide),Validated,"HPRT complete deficiency|HPRT deficiency grade IV|Hypoxanthine guanine phosphoribosyltransferase complete deficiency|Hypoxanthine guanine phosphoribosyltransferase deficiency, grade IV"
524,Li-Fraumeni syndrome,OMIM,151623,E (Exact mapping: the two concepts are equivalent),Validated,
524,Li-Fraumeni syndrome,OMIM,609265,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
524,Li-Fraumeni syndrome,OMIM,609266,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
699,Pearson syndrome,OMIM,557000,E (Exact mapping: the two concepts are equivalent),Validated,
